Strike,Tenor,Alpha,Beta,Nu,Rho,Strike_0,Nu_0,FDM_vol,Hagan_vol
0,1.5,0.001,0.1,2,-0.25,1.0,1.6329931618554523,0.0012119654763273356,0.001302068074647441
1,1,0.06,0.1,2.5,0.1,1.0618365465453596,2.5,0.09559440193954208,0.1407825508154423
0.5,1.5,0.03,0.2,3.5,0.1,1.0185409612129446,2.8577380332470415,0.04198938943951355,0.08198457069665828
1.5,16,0.08,0.15,0.5,-0.25,1.6160744021928934,0.125,0.06743270843434174,0.06741712408303037
-2,8,0.09,0.1,0.5,0.25,0.6010261212251979,0.17677669529663687,0.11539158571212549,0.1152243196146826
-0.75,8,0.02,0.1,3,0.05,0.958460999069284,1.0606601717798212,0.02985474946404497,0.05030645779455416
-1.75,4,0.05,0.4,4,0.35,0.8394570207692074,2.0,0.09096599776469305,0.24785280157874884
1.25,3,0.02,0.25,2.5,-0.25,1.0442524495983352,1.4433756729740645,0.031601778821951254,0.04417212743001881
-1.5,30,0.06,0.001,0.5,-0.4,0.6108216250745462,0.09128709291752768,0.08890135377600564,0.08927524475952658
1.5,16,0.001,0.25,1.5,0.35,1.006018036054065,0.375,0.0016499933619709846,0.0018783242153979848
0,16,0.09,0.1,1.5,-0.4,1.0,0.375,0.09324268729247329,0.10273266
0,8,0.02,0.1,1,0.05,1.0,0.35355339059327373,0.021535153230786943,0.02166399088022904
0.5,9,0.02,0.4,3.5,-0.4,1.030454533953517,1.1666666666666667,0.0224042415936238,0.03835369305112986
2,7,0.09,0.4,3,-0.15,1.6100017017632595,1.1338934190276817,0.14652026036727825,0.3329575046158728
-2,21,0.07,0.1,5,0.2,0.5264701746799817,1.091089451179962,0.11479053470361436,0.7064260963359908
1.25,6,0.07,0.35,4,0,1.2390319044706075,1.6329931618554523,0.1007966302263178,0.34280644056047976
-0.5,0.5,0.02,0.5,2,-0.35,0.9929538733665889,2.82842712474619,0.027213543762003783,0.03196482310869037
-0.5,1,0.06,0.05,1,-0.05,0.9704455335485082,1.0,0.06819234061404245,0.06915839743497368
1,3,0.04,0.45,1,0.2,1.071738431385881,0.5773502691896258,0.04969227602833851,0.051339627856786224
0,16,0.02,0.15,2.5,-0.1,1.0,0.625,0.023994844119831372,0.030249269999999998
0.25,2,0.001,0.001,1.5,-0.15,1.0003536158979596,1.0606601717798212,0.0011406307895811812,0.001175340326214069
0.5,21,0.001,0.25,4.5,-0.1,1.0022939148535037,0.9819805060619657,0.0013557548857202847,0.0037099380142387533
1,21,0.07,0.1,2,0.05,1.378202754619277,0.4364357804719848,0.08732687088369434,0.12056419968720315
-1.5,24,0.05,0.25,1,0.35,0.692516328998457,0.20412414523193154,0.06344847721510949,0.06374716057528955
1.5,18,0.05,0.5,4,-0.3,1.3746484855106456,0.9428090415820635,0.06588083966892679,0.22107384970228852
-0.5,16,0.04,0.3,2.5,0.2,0.9231163463866358,0.625,0.049813496927408905,0.06741487291579841
0.75,12,0.001,0.45,3,0.4,1.0026014541360886,0.8660254037844387,0.0016085135273630079,0.0025973342107057863
-1,4,0.09,0.4,4,-0.25,0.835270211411272,2.0,0.1256091178684954,0.41908007602637315
0.75,18,0.001,0.45,2.5,-0.3,1.0031870483892058,0.5892556509887896,0.001361131702074072,0.001714256401598194
-1,9,0.06,0.4,5,0.1,0.835270211411272,1.6666666666666667,0.0754612824863597,0.39173204352425034
0.75,21,0.06,0.35,3,-0.2,1.2290185281615844,0.6546536707079772,0.0651278849231328,0.13022032353002055
1,8,0.06,0.35,0.1,-0.1,1.184955981501332,0.035355339059327376,0.05661796611676931,0.05662096628589084
1,24,0.02,0.1,5,-0.15,1.1029402735494027,1.0206207261596576,0.025045153980748903,0.12093500054020301
-0.25,7,0.05,0.1,3,-0.3,0.9674690043989818,1.1338934190276817,0.057917103676007074,0.09745662460506331
-0.25,10,0.03,0.1,5,0,0.9765619571935622,1.5811388300841895,0.028162586403623423,0.11126437153017882
0.75,8,0.09,0.35,1,-0.05,1.2103612041890415,0.35355339059327373,0.09615800281159467,0.09841007818883209
-1,10,0.03,0.4,2.5,0.15,0.9094926796630575,0.7905694150420948,0.04592922443356779,0.06556159941530507
-0.25,12,0.09,0.45,2,0.3,0.9250178111659065,0.5773502691896258,0.10103149730989282,0.11641257863253975
1.25,1,0.07,0.05,2,0.25,1.0914422644429518,2.0,0.1152134498271338,0.1473162142206332
-0.25,30,0.08,0.001,5,0.05,0.8962422703855009,0.9128709291752769,0.05797893756699614,0.30117328389929515
0,18,0.06,0.25,2.5,-0.3,1.0,0.5892556509887896,0.06068183812047319,0.08640642938404862
1.75,9,0.03,0.25,5,0.3,1.1705807579816938,1.6666666666666667,0.05599731183667418,0.27374755991199035
2,1.5,0.001,0.05,3,-0.35,1.0024524921937736,2.4494897427831783,0.0019803682218661033,0.0033779171391753746
-1.25,27,0.001,0.001,1,0.3,0.9935258576263698,0.19245008972987526,0.0011047764542327504,0.0011309277395614595
-1.25,6,0.01,0.15,4,0.05,0.9698453804535321,1.6329931618554523,0.01824017486152076,0.049733035080359665
-2,7,0.05,0.45,5,0.05,0.7675319811742928,1.889822365046136,0.09248597636452767,0.5177138442133705
-1.75,2,0.06,0.1,4,-0.4,0.8620065376649015,2.82842712474619,0.11995375105760178,0.36686546310830737
2,2,0.02,0.05,1.5,-0.3,1.0581991439239848,1.0606601717798212,0.03015107422314621,0.03318087116010911
1.5,6,0.08,0.4,0.1,-0.3,1.3417017475918094,0.040824829046386304,0.07170234412701705,0.07170240527094549
-1.75,27,0.08,0.25,1.5,0.05,0.48313394778083113,0.28867513459481287,0.1360905041016072,0.16864263257015907
0.5,1.5,0.03,0.45,0.1,0.25,1.0185409612129446,0.08164965809277261,0.030072482032709215,0.0300736778046821
-1.5,27,0.01,0.25,3,-0.15,0.9250178111659065,0.5773502691896257,0.01966830264035689,0.03738923296646834
-1,8,0.06,0.05,4,-0.4,0.8439132048880045,1.414213562373095,0.08632101601756964,0.2712092938886304
0,5,0.09,0.4,2.5,-0.3,1.0,1.118033988749895,0.0940330982839023,0.12924313870366888
1.75,8,0.08,0.2,4.5,0.35,1.485839299526925,1.590990257669732,0.1353670960548319,0.5656655958804969
0,14,0.02,0.5,1.5,-0.15,1.0,0.4008918628686366,0.022732307089431313,0.02358251052106546
1,10,0.04,0.3,1.5,-0.35,1.1348393583315166,0.4743416490252569,0.04531465073347736,0.047710168170882646
0.5,10,0.03,0.05,3.5,0.35,1.0485771656689211,1.1067971810589328,0.03946701438251896,0.08036935981994775
0.25,2,0.08,0.4,1,-0.15,1.0286880693018583,0.7071067811865475,0.0843965274607833,0.08487595842824323
-1.75,7,0.02,0.3,4,0.05,0.9115568693257596,1.5118578920369088,0.04025754513741872,0.12275331673058097
-0.25,14,0.08,0.3,0.5,-0.15,0.9278982953448999,0.1336306209562122,0.08458371919485565,0.08474288751596609
1.75,21,0.07,0.1,2.5,0.05,1.7530647161573625,0.545544725589981,0.10510458870776765,0.19298847669149938
1.25,16,0.09,0.3,0.5,-0.2,1.5683121854901687,0.125,0.07900298599473471,0.07911088660585418
0.5,21,0.01,0.25,0.5,-0.4,1.0231773948888503,0.1091089451179962,0.00968749830764723,0.009650020699647802
-0.25,5,0.09,0.2,3,0.3,0.9509331346335761,1.3416407864998738,0.09675934508076084,0.14909296104059575
0.25,21,0.08,0.25,0.1,-0.35,1.0959828207437687,0.021821789023599242,0.07714688971657477,0.07715811883891521
1.75,5,0.07,0.5,2,-0.35,1.3151073894071417,0.8944271909999159,0.10082982819476838,0.13034244869089423
1,6,0.08,0.15,0.5,0.25,1.2164772470172314,0.20412414523193154,0.08245814053267347,0.08282630408386332
-2,10,0.001,0.25,3,0.3,0.9936954025825435,0.9486832980505138,0.0020484742830377905,0.0035400453928190268
0,14,0.04,0.05,4,0.35,1.0,1.0690449676496976,0.03807565811054286,0.08367179307349634
-1,2,0.01,0.45,4,-0.1,0.985957394633712,2.82842712474619,0.01728189602334113,0.045806164575795165
-0.75,18,0.06,0.15,5,0.35,0.8261996472945559,1.1785113019775793,0.06118895476137883,0.26824183321494355
1.5,1,0.04,0.3,0.1,0.2,1.0618365465453596,0.1,0.03993335608760789,0.03993843442990567
-1.25,7,0.01,0.4,1,0,0.9674690043989818,0.3779644730092272,0.012628872888810068,0.013022493837266301
-1.75,8,0.07,0.15,1,-0.3,0.7071713199987875,0.35355339059327373,0.11430309234498913,0.12022169985384515
0,7,0.001,0.45,3.5,0.35,1.0,1.3228756555322951,0.0012037553717467436,0.0018336199141650558
-0.25,2,0.01,0.15,2,-0.15,0.9964707087348774,1.414213562373095,0.01254602474781766,0.01419368513608443
1.5,10,0.03,0.2,2.5,-0.15,1.1529253496107201,0.7905694150420948,0.049284662658586276,0.07633239557808416
-1.5,4,0.001,0.2,2,0.35,0.997004495503373,1.0,0.0015318513059773516,0.0017942265132636912
0,8,0.04,0.05,1.5,-0.15,1.0,0.5303300858899106,0.0455391885127139,0.047253400411271976
1.5,1.5,0.001,0.45,2.5,-0.1,1.0018388058409406,2.041241452319315,0.0017911051360846926,0.0026866445902594045
1.75,1.5,0.06,0.1,4,0,1.1372331051714974,3.2659863237109046,0.11255204371220348,0.36259227427062624
-0.5,27,0.04,0.001,1,0.05,0.9012946507694055,0.19245008972987526,0.04623409421438484,0.04680668467072318
0,0.5,0.02,0.35,4,0.05,1.0,5.65685424949238,0.02421600579654963,0.04657168683080164
-0.5,14,0.06,0.4,2,0.25,0.8938210232093988,0.5345224838248488,0.07233513468138816,0.08381186132252234
-1.5,16,0.07,0.1,2.5,-0.35,0.6570468198150567,0.625,0.12493637999970642,0.22474907473796807
1,27,0.001,0.3,2,-0.15,1.0052096758357991,0.3849001794597505,0.0014328397592587346,0.001719781626376076
1.75,7,0.08,0.05,4.5,-0.15,1.4483213317685983,1.7008401285415224,0.11480463278289109,0.5348809848946265
-1.75,27,0.03,0.1,4.5,-0.15,0.7612465422321688,0.8660254037844386,0.05365620408234726,0.24577454016503997
0.25,14,0.01,0.35,5,-0.1,1.0093980302011352,1.3363062095621219,0.010331793716859175,0.0349761136216513
1.75,24,0.01,0.15,5,-0.1,1.0895144529614782,1.0206207261596576,0.018156421866667695,0.08909505679604308
-1.25,27,0.06,0.2,0.5,-0.05,0.67725227983995,0.09622504486493763,0.07528969376792911,0.0755224021321395
-1.5,21,0.05,0.3,1,0.4,0.70914647703653,0.2182178902359924,0.06115585466251307,0.06100134068501369
2,1,0.08,0.25,4,-0.4,1.1735108709918103,4.0,0.13729094462545227,0.38898798248617
-0.75,27,0.07,0.5,4,0.15,0.7612465422321688,0.769800358919501,0.07713371394171514,0.261054458367627
1.5,0.5,0.05,0.45,4,0.2,1.0544644509285739,5.65685424949238,0.10016852255426803,0.2873782024426423
-1.75,8,0.07,0.001,2.5,0,0.7071713199987875,0.8838834764831843,0.13237200667181248,0.23046183208588483
0,12,0.001,0.3,4.5,-0.15,1.0,1.299038105676658,0.0011658976377809578,0.0026303717498557338
-1,12,0.09,0.1,4.5,0.05,0.7321505290653062,1.299038105676658,0.11014218737924808,0.513756344870362
1.75,7,0.01,0.3,0.5,-0.15,1.047389259052264,0.1889822365046136,0.010589986319221619,0.010593099011743422
-0.5,9,0.001,0.4,4,0.05,0.9985011244377109,1.3333333333333333,0.0013916042282042845,0.0031640222736096994
0.25,30,0.06,0.2,1,-0.35,1.085627741871579,0.18257418583505536,0.0589354270127595,0.059658693205900504
-1.25,8,0.07,0.5,4.5,0.2,0.7807600790819629,1.590990257669732,0.09902344773090974,0.4024690781690598
0.75,2,0.001,0.35,4,0.15,1.0010612228707063,2.82842712474619,0.0015974737016044211,0.003980147802073964
0,9,0.01,0.5,0.1,0.15,1.0,0.03333333333333333,0.010008943638343738,0.010008708333333335
0.75,0.5,0.03,0.05,1.5,0.1,1.0160371389539073,2.1213203435596424,0.0391072422193382,0.04249906951371253
0.5,1,0.05,0.45,0.5,-0.25,1.0253151205244289,0.5,0.0495303145342204,0.04948622365368191
0.75,16,0.09,0.45,4.5,0.4,1.3099644507332473,1.125,0.10424099868530662,0.4044732546833826
2,7,0.05,0.1,2,0.1,1.3028773061287173,0.7559289460184544,0.09035014353913345,0.12414532164812947
0.5,27,0.001,0.4,5,0,1.0026014541360886,0.9622504486493763,0.001349470110000459,0.00467751498854733
0,0.5,0.06,0.15,2,-0.25,1.0,2.82842712474619,0.07136229235210853,0.07808052154226991
-0.5,24,0.06,0.15,5,0.25,0.8633204079398413,1.0206207261596576,0.0532279160128985,0.2458690503282127
1,27,0.02,0.5,4,0.2,1.1095150727304695,0.769800358919501,0.03072371698718167,0.09129142198935469
1.25,3,0.02,0.2,4.5,0,1.0442524495983352,2.598076211353316,0.03429241137136174,0.1236413348902331
2,27,0.04,0.15,0.5,-0.15,1.5154193416303647,0.09622504486493763,0.03779000383290596,0.03791852850718316
1.25,5,0.06,0.1,5,0.1,1.1825878120782778,2.23606797749979,0.08497608288051836,0.45300325137755676
-2,9,0.07,0.45,1,-0.3,0.6570468198150567,0.3333333333333333,0.11563974572210645,0.12264414119926435
1.75,1.5,0.01,0.001,3.5,-0.05,1.0216643725466648,2.8577380332470415,0.02100993909950739,0.0481454719647603
-0.5,3,0.01,0.25,4.5,-0.4,0.9913771379429498,2.598076211353316,0.013672907496799093,0.037805410429335114
-1.25,30,0.02,0.15,5,-0.4,0.8720307086283767,0.9128709291752769,0.030562212212799894,0.1460965897099456
-2,4,0.07,0.2,0.1,-0.3,0.7557837414557255,0.05,0.08068808764483493,0.0806539923898567
-1,27,0.05,0.25,1.5,0.1,0.7711999341013249,0.28867513459481287,0.06875623362162366,0.07686742702785081
0.75,12,0.06,0.25,1.5,-0.1,1.1686912964012104,0.43301270189221935,0.06947875389242801,0.07609184498858251
0.75,30,0.03,0.15,1,-0.25,1.1311531232271395,0.18257418583505536,0.030507356372868024,0.030677364258550815
-1.25,27,0.001,0.1,0.1,0.3,0.9935258576263698,0.019245008972987525,0.001004013900491175,0.0009872401196648745
-0.75,27,0.04,0.15,3.5,-0.35,0.8556579509741647,0.6735753140545634,0.05229557417209696,0.13186024620163325
0.25,4,0.001,0.05,2.5,-0.4,1.0005001250208359,1.25,0.001163000294538842,0.0013081125646989557
0,0.5,0.02,0.4,2.5,0.2,1.0,3.5355339059327373,0.02472523129498248,0.029805868802290397
-1.5,21,0.07,0.1,1.5,0.4,0.6180595617264648,0.3273268353539886,0.10099595584012842,0.10990155416140732
0.75,0.5,0.06,0.25,1.5,0.15,1.032331467733642,2.1213203435596424,0.07878177911121521,0.08583947205641383
1.75,0.5,0.06,0.45,4,-0.1,1.0770719609207782,5.65685424949238,0.11818505221252228,0.35227326964253447
1,4,0.06,0.5,1,-0.25,1.1274968515793757,0.5,0.06405051000457071,0.0647782394318846
-0.75,8,0.001,0.35,5,0.4,0.9978809280662935,1.7677669529663687,0.0013825317713355247,0.003986738878108942
0,27,0.06,0.2,3.5,-0.35,1.0,0.6735753140545634,0.049612536181691716,0.10900508089079318
0.5,24,0.01,0.2,1,0.4,1.0247973619913604,0.20412414523193154,0.011625806582800456,0.011858970292766327
0.25,1,0.01,0.15,3,-0.2,1.0025031276057952,3.0,0.01253689487880785,0.01730537233305397
-0.25,30,0.04,0.35,3.5,-0.3,0.9467007290508975,0.6390096504226938,0.040074545501881345,0.09103627801761016
-2,9,0.07,0.05,5,0.1,0.6570468198150567,1.6666666666666667,0.12268171258716801,0.7345780302707797
1.25,2,0.001,0.001,3,-0.2,1.0017693303740853,2.1213203435596424,0.0017310607327968449,0.0029027407267239375
1.5,16,0.02,0.2,2,0.05,1.1274968515793757,0.5,0.0335225916726979,0.043669133872032743
1.75,14,0.001,0.5,0.5,0.15,1.0065693847937542,0.1336306209562122,0.0011468294996433586,0.0011792269959746708
1.25,2,0.05,0.4,0.1,0,1.0924122754015306,0.07071067811865475,0.048852423292516385,0.04886312041377254
1.75,8,0.04,0.45,0.1,0,1.2189500808182938,0.035355339059327376,0.03810114016999962,0.03811230381078787
-0.25,1,0.001,0.15,0.1,0.3,0.999750031247396,0.1,0.0009958790350880695,0.0009971666347372468
-0.75,21,0.04,0.001,5,-0.15,0.871554159458409,1.091089451179962,0.045708518910494635,0.242104848614903
1.5,21,0.06,0.15,2.5,0.4,1.5104865425644671,0.545544725589981,0.09928000776667792,0.16156294584302444
-1.25,5,0.05,0.3,2,0.35,0.8695719076617557,0.8944271909999159,0.07315979542623273,0.0848985446225709
0.5,24,0.03,0.3,0.5,0.05,1.0762520615843478,0.10206207261596577,0.030345259195116978,0.030368853099442664
-1.75,3,0.04,0.1,5,0.3,0.885818186513911,2.886751345948129,0.07107383128498657,0.3134048391075741
-0.5,14,0.07,0.4,2,-0.25,0.8772546108220851,0.5345224838248488,0.08741546121299339,0.11381428569332755
1.5,18,0.04,0.001,3.5,-0.4,1.2898919320079907,0.8249579113843055,0.05282025263836254,0.1271450144643783
-1.75,8,0.01,0.3,1.5,0.15,0.9517075614966561,0.5303300858899106,0.015609351429175152,0.017400533691059268
-0.25,18,0.07,0.3,5,-0.1,0.9284430718492661,1.1785113019775793,0.05477160558182639,0.26806668326110095
-0.25,9,0.06,0.4,2.5,-0.3,0.9559974818331,0.8333333333333334,0.0692081051292408,0.09909299142811892
0.25,24,0.09,0.05,1.5,0.1,1.1165315372463829,0.3061862178478973,0.09443399954826637,0.1061671892510424
0.5,5,0.04,0.001,2,0.4,1.0457364348384068,0.8944271909999159,0.053319967589135875,0.06270093896415901
-1.5,10,0.07,0.35,3,-0.35,0.7174592306778416,0.9486832980505138,0.12243866028818834,0.2655007283154782
0,4,0.001,0.1,0.5,0.1,1.0,0.25,0.0010124343555703826,0.0010205234683333332
0.75,30,0.05,0.001,3,0.2,1.2280112108800634,0.5477225575051661,0.06144711477141995,0.12508561607927607
-1.5,9,0.02,0.35,4.5,0.15,0.9139311852712282,1.5,0.03552823880187481,0.13078784071529784
-1.25,2,0.001,0.001,5,0.05,0.9982337946267285,3.5355339059327373,0.0018121614302124603,0.007466200824813641
0.25,5,0.001,0.001,5,0.3,1.0005591732734944,2.23606797749979,0.0012169751693781588,0.0036763172330128635
0,18,0.01,0.15,0.5,-0.3,1.0,0.11785113019775793,0.010176274932560068,0.010178363722946828
0.75,16,0.02,0.1,1,-0.15,1.0618365465453596,0.25,0.021571513310289434,0.021794630238470888
-1.75,14,0.03,0.45,2.5,0.25,0.8216530832878404,0.6681531047810609,0.055153533826122786,0.08245122925816196
1.5,9,0.001,0.001,5,-0.3,1.0045101402046013,1.6666666666666667,0.0018833766139710916,0.006934505348234275
0,4,0.01,0.4,1,0.2,1.0,0.5,0.01073321947661518,0.010787393333333332
0.5,30,0.04,0.5,1.5,-0.15,1.1157697344155277,0.27386127875258304,0.044127697619001,0.04741426844637948
0.5,16,0.02,0.25,2,-0.3,1.0408107741923882,0.5,0.023301413849966854,0.025648450880289397
1.75,27,0.08,0.05,0.5,0.3,2.069819362918459,0.09622504486493763,0.07404866991772742,0.07421099049981161
0,9,0.03,0.35,0.1,0,1.0,0.03333333333333333,0.03003170499572902,0.0300292778125
0.5,27,0.001,0.5,1.5,-0.4,1.0026014541360886,0.28867513459481287,0.0010597217447650376,0.0010743466251063665
2,12,0.07,0.4,3.5,0,1.6241331480907515,1.0103629710818451,0.11952979940105174,0.35399009935502485
-1.75,8,0.09,0.15,0.5,-0.25,0.6405185014285659,0.17677669529663687,0.1260934094782489,0.12673448700800433
-0.5,2,0.01,0.4,0.1,0.25,0.9929538733665889,0.07071067811865475,0.009970542737412992,0.00997046124307784
-0.75,30,0.09,0.05,3.5,-0.3,0.6909327889377497,0.6390096504226938,0.10449333554154615,0.32103860639048104
0,8,0.07,0.45,2,-0.3,1.0,0.7071067811865475,0.0759836909696828,0.08928241689515687
-1,18,0.09,0.3,1.5,0.4,0.6826058571896486,0.3535533905932738,0.11312873434126584,0.12056020526455465
-1.75,2,0.03,0.25,5,0.4,0.9284430718492661,3.5355339059327373,0.054892866804284,0.20588962776896375
-1.75,14,0.06,0.45,0.1,0.35,0.6751137892764147,0.02672612419124244,0.06528076936939191,0.06528090165411791
-1,27,0.09,0.5,3,-0.2,0.6264704215046705,0.5773502691896257,0.11741040759809075,0.2821910405416292
-1.5,10,0.07,0.4,0.1,-0.4,0.7174592306778416,0.03162277660168379,0.07950678892573404,0.0795119279999511
-1.75,12,0.07,0.001,5,0.05,0.6541932722571537,1.4433756729740645,0.1128133057539973,0.6934767589354645
2,6,0.09,0.3,4.5,-0.05,1.5541179558045422,1.8371173070873836,0.14496803400837233,0.6986194713191157
-0.5,6,0.01,0.2,0.1,0.15,0.9878272460350745,0.040824829046386304,0.010010300248387831,0.010024022797052601
1.5,5,0.09,0.2,3.5,0.05,1.3523842921151739,1.5652475842498528,0.1403193184857692,0.390321281767514
-0.25,21,0.07,0.05,2.5,0.2,0.9229362873406793,0.545544725589981,0.07501268899162776,0.10868958995712766
0,7,0.03,0.15,3.5,-0.3,1.0,1.3228756555322951,0.031860169228056914,0.05640255587541413
0.25,18,0.04,0.1,5,0.1,1.0433392709469165,1.1785113019775793,0.03437611585458002,0.1487933237506093
0.25,30,0.01,0.2,2.5,-0.15,1.0137872433147417,0.45643546458763845,0.012301095378020935,0.015195366344597352
1.5,27,0.03,0.35,2,-0.05,1.2634257225038448,0.3849001794597505,0.04648057888821333,0.06210725740669424
-1.75,6,0.02,0.45,4.5,-0.1,0.9178400500166258,1.8371173070873836,0.0399434412415825,0.1577675464648623
1.75,6,0.03,0.001,0.1,-0.2,1.1372331051714974,0.040824829046386304,0.027751668616904954,0.027776076673962754
-0.5,4,0.08,0.25,5,-0.05,0.9231163463866358,2.5,0.08058225248850015,0.38669173535617235
-0.75,21,0.09,0.5,3,0.05,0.7339430371736908,0.6546536707079772,0.10756908774467455,0.23558538148203415
-1,21,0.03,0.45,3,-0.4,0.871554159458409,0.6546536707079772,0.04649167955229309,0.08911335289860942
-0.5,27,0.04,0.15,2,-0.25,0.9012946507694055,0.3849001794597505,0.051701902511897255,0.06577995786270384
1.75,8,0.001,0.001,4.5,0.05,1.0049620177048098,1.590990257669732,0.002190266798698404,0.007760397582416789
-0.5,8,0.09,0.45,1,-0.4,0.8804877879303263,0.35355339059327373,0.10632491351321413,0.10973070518296417
0.75,7,0.08,0.3,2.5,0.15,1.1720391308138485,0.944911182523068,0.10682055061626977,0.1663793562025726
0,1,0.02,0.5,5,0.15,1.0,5.0,0.021483930633229828,0.06029800000000001
1,4,0.07,0.45,5,-0.25,1.1502737988572274,2.5,0.07995330460277454,0.3878122287250027
1.75,24,0.07,0.4,1.5,-0.4,1.8223465557529253,0.3061862178478973,0.0784829035767523,0.09192397806707817
-1.75,16,0.07,0.15,2.5,-0.2,0.612626394184416,0.625,0.13139400828009445,0.24435509780014206
1.75,4,0.07,0.35,4.5,0.1,1.2776213132048866,2.25,0.12139333728927325,0.5329758810542681
-1.5,8,0.07,0.05,1,0.4,0.7430552709770313,0.35355339059327373,0.08641555490156445,0.08622885177908146
0.25,14,0.03,0.001,2.5,-0.1,1.0284598895803452,0.6681531047810609,0.035071493007490635,0.0462203863770828
2,3,0.06,0.3,1,0.25,1.2310236966160988,0.5773502691896258,0.08838251368510286,0.09332864393513997
2,7,0.09,0.4,2.5,0,1.6100017017632595,0.944911182523068,0.15549800120246215,0.278177893176358
1.25,4,0.03,0.3,4,-0.1,1.0778841508846315,2.0,0.048753624883588996,0.14302223599992836
1.75,14,0.001,0.45,2.5,-0.1,1.0065693847937542,0.6681531047810609,0.0019137152574454112,0.0029205410343761677
2,8,0.02,0.35,2,-0.35,1.1197854282014545,0.7071067811865475,0.033138316214714233,0.041023209401911086
1.25,4,0.06,0.2,5,-0.05,1.161834242728283,2.5,0.08316297789004617,0.4372513903242599
-0.25,1.5,0.06,0.05,2.5,0.35,0.9817965482793497,2.041241452319315,0.07062192836041135,0.0823546956966067
-1.25,2,0.03,0.25,5,0.25,0.9483487083129148,3.5355339059327373,0.04797109403241757,0.19651776746161204
-0.75,9,0.09,0.5,3.5,0,0.8166864825981108,1.1666666666666667,0.1102770207759376,0.2901296781948919
1.75,7,0.01,0.5,1.5,0.3,1.047389259052264,0.5669467095138409,0.01730725999531837,0.019840529049507595
-1,9,0.08,0.5,4,0.3,0.7866278610665535,1.3333333333333333,0.10294418515395864,0.303302183879285
-1,21,0.08,0.2,0.1,-0.1,0.6930826272931547,0.021821789023599242,0.09332615087756291,0.09331666066879589
-0.5,18,0.06,0.25,2,0.2,0.8804877879303263,0.47140452079103173,0.0724682412450244,0.08701952248807872
0.75,7,0.03,0.25,0.5,0.25,1.0613369686024943,0.1889822365046136,0.031803950259108975,0.031917170423220745
-2,24,0.02,0.35,5,0.35,0.8220457903770683,1.0206207261596576,0.03694799488696082,0.1631780040268529
-1.5,16,0.05,0.4,3,-0.15,0.7408182206817179,0.75,0.08715464431817328,0.1911656336080312
1,1.5,0.05,0.1,0.5,0.4,1.0631511100344377,0.4082482904638631,0.05545598939919365,0.05573784030684046
-1.75,7,0.01,0.45,5,0.15,0.9547548739471088,1.889822365046136,0.019980574888004133,0.08800679906254788
0.5,16,0.04,0.15,5,0.35,1.0832870676749586,1.25,0.042372039865701774,0.18135686568972448
-0.5,0.5,0.02,0.25,1.5,0.4,0.9929538733665889,2.1213203435596424,0.02160306575542034,0.02157255510215483
1.25,7,0.02,0.001,1.5,-0.3,1.0683803208119562,0.5669467095138409,0.025308674813207175,0.026917200482513275
-1.25,16,0.001,0.001,3.5,0.1,0.9950124791926823,0.875,0.0018082283980713923,0.003878800327517258
0,18,0.01,0.3,1,0.4,1.0,0.23570226039551587,0.010621602648329632,0.01064642875539469
-1,8,0.001,0.35,4,-0.35,0.9971755691066828,1.414213562373095,0.0017932400410476655,0.004457249924428175
-0.25,27,0.06,0.15,4,0.15,0.9250178111659065,0.769800358919501,0.053145351088821215,0.15244405854561094
-1.75,14,0.06,0.5,2,0.3,0.6751137892764147,0.5345224838248488,0.10063486373595311,0.12861388721459327
2,30,0.001,0.35,1.5,0.25,1.0110146708404433,0.27386127875258304,0.001794773335559092,0.0020978360892333777
-1.25,1.5,0.001,0.001,1,0.25,0.9984702401879694,0.8164965809277261,0.0011622959022257484,0.0011598656951501973
1.25,12,0.03,0.25,5,0.2,1.1387188453371866,1.4433756729740645,0.04581138218492888,0.2289205042057679
-0.5,5,0.06,0.15,1,-0.05,0.9351184817007782,0.4472135954999579,0.06905020200827393,0.0700821370512524
0.75,24,0.03,0.05,4,0.15,1.1165315372463829,0.8164965809277261,0.03792192376512879,0.11624265635546638
-1,24,0.03,0.25,2.5,0.05,0.8633204079398413,0.5103103630798288,0.045612339819835805,0.07002770719588795
-0.5,6,0.05,0.5,4,-0.2,0.9406000619870564,1.6329931618554523,0.058569856854802614,0.16813354857980012
-0.5,24,0.08,0.35,1,0,0.8220457903770683,0.20412414523193154,0.09294862051365388,0.09576993061635271
0.5,18,0.05,0.35,2,-0.15,1.1118952782720986,0.47140452079103173,0.05649058922470305,0.06885888024236458
-0.25,5,0.08,0.25,1.5,0.4,0.9562638985171494,0.6708203932499369,0.08792143173547638,0.0885616739562576
-0.75,10,0.09,0.4,3,-0.2,0.8077895259646449,0.9486832980505138,0.11568536442366477,0.24568985126014506
0.25,30,0.01,0.5,2,0.3,1.0137872433147417,0.3651483716701107,0.012631882016163828,0.014221401813635168
-1.25,4,0.07,0.2,3.5,0.4,0.8394570207692074,1.75,0.1053053327340677,0.21682800993801413
0,30,0.08,0.25,2,0.2,1.0,0.3651483716701107,0.0845182366446871,0.10630302275867493
-0.75,7,0.06,0.5,3.5,0.4,0.8877555912100644,1.3228756555322951,0.07538451171679078,0.14130984427031582
1.75,4,0.08,0.25,2,-0.1,1.3231298123374369,1.0,0.12729410100085448,0.1727422639227362
